measurement_uid,input,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code,tcp_ip,tcp_status,category
20250111124654.999601_UY_webconnectivity_3bc41a8412762048,https://www.muchovegas.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124653.765032_UY_webconnectivity_740e222e7ded4c54,https://www.mrwin.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124653.116983_UY_webconnectivity_e0b45a6e388d0a9b,https://www.mrplay.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}","GAME, GMB"
20250111124652.236623_UY_webconnectivity_3feebeefa45530f0,https://www.mrgreen.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124651.516363_UY_webconnectivity_e97747152dc74498,https://www.mr.bet,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124650.884913_UY_webconnectivity_c43e5d8d68777c0f,https://www.mozzartbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124650.219624_UY_webconnectivity_f636c1840cc449d6,https://www.moonbingo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111124648.930063_UY_webconnectivity_f41ee9ba367003a1,https://www.mongoosecasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124648.349831_UY_webconnectivity_fab5a7517f49b7f3,https://www.moneygaming.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124647.660244_UY_webconnectivity_c1011498c342e3f2,https://www.mirrorbingo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111124641.932931_UY_webconnectivity_4642371fef7d21b0,https://www.merkurmagic.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124641.289544_UY_webconnectivity_5f51e11a3042ccd9,https://www.miamidice.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124640.689575_UY_webconnectivity_63d739f3a1c390ee,https://www.maria.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,503,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124639.977631_UY_webconnectivity_560b83b66f9813b4,https://www.marcaapuestas.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124627.859313_UY_webconnectivity_1e2aa1e9585666ec,https://www.maplecasino.ca,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124627.165747_UY_webconnectivity_42a6bd2bd486c198,https://www.mansioncasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124626.004719_UY_webconnectivity_db83e70059037034,https://www.mansionbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,406,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124625.299637_UY_webconnectivity_dd91b7c855ef5116,https://www.manhattanslots.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124624.609865_UY_webconnectivity_afc2469626104c9e,https://www.majesticslotsclub.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124622.810767_UY_webconnectivity_c4bcadeb5c0f794a,https://www.magicred.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124622.050086_UY_webconnectivity_4e5e5f53d33eda58,https://www.magiccitycasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124620.129850_UY_webconnectivity_8bb0cf6f12b95322,https://www.magicboxcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124619.516490_UY_webconnectivity_5a46aec0070bfaa2,https://www.m.esportesdasorte.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124618.859356_UY_webconnectivity_5a5f840148d43e1a,https://www.machancecasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124618.237092_UY_webconnectivity_20f1c734afc09ecc,https://www.m.caba.codere.bet.ar,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124617.604354_UY_webconnectivity_0059932b8fe7ca9f,https://www.luxurycasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124615.647958_UY_webconnectivity_9db498d9413ed1bc,https://www.luckynuggetcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124614.084421_UY_webconnectivity_d694427b52fac946,https://www.luckyredcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124613.465515_UY_webconnectivity_1357a18c66c24236,https://www.luckyniki.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124612.778447_UY_webconnectivity_8bb112dc04cb4a14,https://www.luckylivecasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124611.629842_UY_webconnectivity_1e145fb552b12a49,https://www.lucky-31.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124610.889242_UY_webconnectivity_fe79105e7adb17be,https://www.luckia.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124610.209486_UY_webconnectivity_551428a78f259c26,https://www.lsbet709.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124609.157370_UY_webconnectivity_b75f6eb12fd42bce,https://www.lottomatica.it,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124608.139221_UY_webconnectivity_7e43ca34b643e674,https://www.lotoplay.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}","GAME, GMB"
20250111124606.747705_UY_webconnectivity_f610138b8e4d9c80,https://www.losjuegosdeazar.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GAME
20250111124606.040038_UY_webconnectivity_1584f1eefa12c4bb,https://www.llanosportbet.co,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124604.209572_UY_webconnectivity_7208d42086bddac6,https://www.llanobet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124603.490050_UY_webconnectivity_a04c1a4cf9aad2c4,https://www.llamagaming.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124602.528115_UY_webconnectivity_946927fd03f3f790,https://www.legolas.bet,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124600.288234_UY_webconnectivity_85e48df9058ec570,https://www.lapalingo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124559.009414_UY_webconnectivity_f62b7d90907ffd33,https://www.lafiestacasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124558.049622_UY_webconnectivity_4ad6daf170c3a34c,https://www.konradfun.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124557.116422_UY_webconnectivity_cfa94dfa3f15d09a,https://www.krooncasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124556.459636_UY_webconnectivity_424896d00f5b8aca,https://www.juegos-casino.org,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}","GAME, GMB"
20250111124554.539689_UY_webconnectivity_e97912d07ef68d2c,https://www.juegaenlinea.net,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124553.570113_UY_webconnectivity_ba48112652b0a6f3,https://www.juegaenlinea.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124552.610063_UY_webconnectivity_4bf32b471d7da2e3,https://www.jubilee.com.mx,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124549.980186_UY_webconnectivity_9744458017cead3a,https://www.joreels.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124548.509379_UY_webconnectivity_717f8f5b84c982cd,https://www.joocasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124547.836583_UY_webconnectivity_8d52a605d62a2874,https://www.jokerbet.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124546.839681_UY_webconnectivity_920b8ddd1957c60d,https://www.jackpotcitycasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124545.249838_UY_webconnectivity_91bad8400e3f2f1b,https://www.jackpotcity.org,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124543.337923_UY_webconnectivity_fe61cdee2da7bee2,https://www.jackpotcity.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124541.739916_UY_webconnectivity_7f97fa4be64ca496,https://www.intralot.com.pe/,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124539.819212_UY_webconnectivity_38430819c81edf95,https://www.intertops.eu,,connection_refused,inconsistent,False,AS6057,200.40.53.104,404,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124537.619209_UY_webconnectivity_b20cd7cf28576769,https://www.intercasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124538.529993_UY_webconnectivity_16543683aa04d76b,https://www.instacasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,404,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124536.939653_UY_webconnectivity_6887da051f976472,https://www.inkabet.pe,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124535.969598_UY_webconnectivity_6198822426003327,https://www.inetbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124532.460167_UY_webconnectivity_f7a45d7c3baf7ec8,https://www.ikibu.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124531.500158_UY_webconnectivity_d2efd5276820d1d1,https://www.ijuego.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GAME
20250111124529.259654_UY_webconnectivity_aed27b35ed82bbcb,https://www.iapuestas.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124527.391060_UY_webconnectivity_ace7d7cd490a47e5,https://www.highnooncasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124526.739561_UY_webconnectivity_5b0c0d930a7d8a16,https://www.guts.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124526.119542_UY_webconnectivity_d7de8f5b64667463,https://www.grosvenorcasinos.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124525.489878_UY_webconnectivity_224607d708e2d986,https://www.gunsbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124524.770252_UY_webconnectivity_5c7b19f2e34975b1,https://www.grosvenorcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124521.659234_UY_webconnectivity_356dc189bbd1fbb0,https://www.grandonline.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124523.489363_UY_webconnectivity_039f36f8860682e4,https://www.grandmondial.eu,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124520.929593_UY_webconnectivity_4f2dde6c5c87df56,https://www.grandhotelcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124519.607760_UY_webconnectivity_e4e9fc2795d9993b,https://www.gowildcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124503.922419_UY_webconnectivity_6bf857db957d0406,https://www.gowild.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124446.927977_UY_webconnectivity_f04ec0d30f9ca8a0,https://www.goldentigercasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124446.027107_UY_webconnectivity_eb18b1ea48c453da,https://www.goldenpark.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124429.941511_UY_webconnectivity_40a98ad62ca8cab2,https://www.goldencherry.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124422.997618_UY_webconnectivity_d65e917176a67c04,https://www.gentingcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124406.170616_UY_webconnectivity_846c4e51f0f1eba6,https://www.genesiscasino.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124402.971298_UY_webconnectivity_cedc818b1793438a,https://www.genesiscasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124401.476103_UY_webconnectivity_b077b6a713223140,https://www.gdaycasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124400.731571_UY_webconnectivity_e13b43f9c86707c4,https://www.gamingzion.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124359.530912_UY_webconnectivity_432612484c0f54f0,https://www.gamingclub.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124357.200760_UY_webconnectivity_33a5a7dda92254d4,https://www.gametwist.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124355.918523_UY_webconnectivity_c166a695cdaaaa7e,https://www.fun-88.in,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124354.118607_UY_webconnectivity_1acd57f81ccbc9fc,https://www.fruitycasa.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124353.386766_UY_webconnectivity_aae5ec4481572d03,https://www.freeslots99.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,404,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124352.078992_UY_webconnectivity_1f7e6bd26a848df7,https://www.foxybingo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111124350.526864_UY_webconnectivity_1acba932c19ff01d,https://www.foxfoxbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124351.150629_UY_webconnectivity_cb0d423738776383,https://www.flamingoclub.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124349.910697_UY_webconnectivity_43bc619f9979a909,https://www.fanteam.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124349.258841_UY_webconnectivity_1dfcf2d998b81366,https://www.fabulousbingo.co.uk,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111124348.420393_UY_webconnectivity_f259b7267e7ff058,https://www.exbeteu.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124331.944285_UY_webconnectivity_806b6b3dbabfb6de,https://www.europalace.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124330.421552_UY_webconnectivity_29dbf4166494e2ee,https://www.europacasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124329.681788_UY_webconnectivity_dc3ec39eab0ee6a6,https://www.eurokingclub.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124328.721907_UY_webconnectivity_5fdeec553b0a6c21,https://www.eucasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124327.851667_UY_webconnectivity_9828b8d75b3df5e0,https://www.estorilsolcasinos.pt,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}","ANON, GMB"
20250111124327.201272_UY_webconnectivity_67e007da4bd645bc,https://www.esportesdasorte.net,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124326.321477_UY_webconnectivity_148ad02125506edf,https://www.enracha.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124325.539025_UY_webconnectivity_558db4e9b725d864,https://www.elcasinointernet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124324.981927_UY_webconnectivity_379f535a1c7697b2,https://www.elcasinocaribe.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124322.011100_UY_webconnectivity_785ffc63dce18a02,https://www.efbet.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124321.122245_UY_webconnectivity_6ff29c70e24bf9f2,https://www.ecuabet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124319.839521_UY_webconnectivity_4e668e9b61f7c467,https://www.edsbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124320.501463_UY_webconnectivity_068eb70365a0ade3,https://www.dunder.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124319.137446_UY_webconnectivity_1843f473f26dcb73,https://www.drueckglueck.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124317.849437_UY_webconnectivity_9fab3741b094428a,https://www.dreambingo.co.uk,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111124316.290363_UY_webconnectivity_b04c891115e0e0fa,https://www.dreamvegas.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124315.411880_UY_webconnectivity_ecaf00a1fabae4f7,https://www.dragonaraonline.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124314.621146_UY_webconnectivity_bf05cc27ecdd0779,https://www.drakecasino.eu,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124313.671558_UY_webconnectivity_0391d9d1d74aca54,https://www.desertnightscasino.im,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124256.776184_UY_webconnectivity_ff86821e9afb057d,https://www.desertnightscasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124255.365569_UY_webconnectivity_1ae94efea4c9b59a,https://www.dashcasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,503,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124254.645910_UY_webconnectivity_7899d23692cafb03,https://www.davincisgold.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124253.685307_UY_webconnectivity_334460ac96902f5e,https://www.dale.sv,,connection_refused,inconsistent,False,AS6057,200.40.53.104,502,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124252.405841_UY_webconnectivity_f762e1ca715eaae3,https://www.dafabet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124251.126015_UY_webconnectivity_05129b91642a181d,https://www.dadosbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124250.235049_UY_webconnectivity_63bb11c74c531e23,https://www.dailyrecordbingo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111124249.586694_UY_webconnectivity_155d2999136f135d,https://www.crystalbet.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124233.855622_UY_webconnectivity_e59b33cad8dd1339,https://www.crowneeurope.com.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124233.238956_UY_webconnectivity_9c35f66235578ced,https://www.costabingo.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",SRCH
20250111124232.645537_UY_webconnectivity_0e0d3c7045ca9332,https://www.colbet.co,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124229.996800_UY_webconnectivity_67d41f6cd440026e,https://www.codere.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124229.160072_UY_webconnectivity_2a859ac52507e95f,https://www.codere.bet.ar,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124228.411359_UY_webconnectivity_275314c76cf637d6,https://www.clubworldcasinos.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124227.826765_UY_webconnectivity_bc322c815433676d,https://www.club777.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
20250111124225.575048_UY_webconnectivity_e66dd3b0daf5de43,https://www.cleopatracasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124224.910788_UY_webconnectivity_0703b4494fc6c4d9,https://www.citytowerscasino.com,,connection_refused,inconsistent,False,AS6057,200.40.53.104,-1,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124224.236837_UY_webconnectivity_46c954bb099a2d76,https://www.citycenteronline.bet.ar,,connection_refused,inconsistent,False,AS6057,200.40.53.104,403,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",GMB
20250111124223.295959_UY_webconnectivity_a8f530ccca08d8ae,https://www.circus.es,,connection_refused,inconsistent,False,AS6057,200.40.53.104,200,127.0.0.1,"{'failure': 'connection_refused', 'success': False}",OTHER
